Date,Product_ID,Product,Category,Store,City,Price,Discount,Promotion,Inventory,Sales
2023-10-10,P024,Body Wash,Personal Care,S05,Chennai,215,20,1,34,99
2023-10-11,P024,Body Wash,Personal Care,S05,Chennai,263,5,0,82,41
2023-10-12,P024,Body Wash,Personal Care,S05,Chennai,250,0,0,142,64
2023-10-13,P024,Body Wash,Personal Care,S05,Chennai,245,5,0,84,58
2023-10-14,P024,Body Wash,Personal Care,S05,Chennai,288,0,0,117,69
2023-10-15,P024,Body Wash,Personal Care,S05,Chennai,249,0,0,168,60
2023-10-16,P024,Body Wash,Personal Care,S05,Chennai,339,0,0,131,37
2023-10-17,P024,Body Wash,Personal Care,S05,Chennai,281,5,0,71,60
2023-10-18,P024,Body Wash,Personal Care,S05,Chennai,265,8,0,36,35
2023-10-19,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,83,45
2023-10-20,P024,Body Wash,Personal Care,S05,Chennai,219,25,1,102,109
2023-10-21,P024,Body Wash,Personal Care,S05,Chennai,239,0,0,29,73
2023-10-22,P024,Body Wash,Personal Care,S05,Chennai,278,0,0,130,49
2023-10-23,P024,Body Wash,Personal Care,S05,Chennai,263,5,0,89,41
2023-10-24,P024,Body Wash,Personal Care,S05,Chennai,262,10,1,124,75
2023-10-25,P024,Body Wash,Personal Care,S05,Chennai,273,5,0,75,49
2023-10-26,P024,Body Wash,Personal Care,S05,Chennai,234,5,0,27,48
2023-10-27,P024,Body Wash,Personal Care,S05,Chennai,229,5,0,126,76
2023-10-28,P024,Body Wash,Personal Care,S05,Chennai,209,8,0,60,66
2023-10-29,P024,Body Wash,Personal Care,S05,Chennai,261,8,0,143,43
2023-10-30,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,115,28
2023-10-31,P024,Body Wash,Personal Care,S05,Chennai,272,5,0,69,46
2023-11-01,P024,Body Wash,Personal Care,S05,Chennai,288,0,0,146,62
2023-11-02,P024,Body Wash,Personal Care,S05,Chennai,282,5,0,77,69
2023-11-03,P024,Body Wash,Personal Care,S05,Chennai,254,0,0,104,66
2023-11-04,P024,Body Wash,Personal Care,S05,Chennai,273,0,0,37,67
2023-11-05,P024,Body Wash,Personal Care,S05,Chennai,247,5,0,123,125
2023-11-06,P024,Body Wash,Personal Care,S05,Chennai,259,5,0,46,77
2023-11-07,P024,Body Wash,Personal Care,S05,Chennai,271,0,0,109,59
2023-11-08,P024,Body Wash,Personal Care,S05,Chennai,313,0,0,38,71
2023-11-09,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,86,74
2023-11-10,P024,Body Wash,Personal Care,S05,Chennai,268,0,0,20,66
2023-11-11,P024,Body Wash,Personal Care,S05,Chennai,261,5,0,102,70
2023-11-12,P024,Body Wash,Personal Care,S05,Chennai,215,15,1,110,190
2023-11-13,P024,Body Wash,Personal Care,S05,Chennai,258,0,0,51,59
2023-11-14,P024,Body Wash,Personal Care,S05,Chennai,237,5,0,145,85
2023-11-15,P024,Body Wash,Personal Care,S05,Chennai,245,5,0,184,58
2023-11-16,P024,Body Wash,Personal Care,S05,Chennai,233,5,0,102,82
2023-11-17,P024,Body Wash,Personal Care,S05,Chennai,257,0,0,30,72
2023-11-18,P024,Body Wash,Personal Care,S05,Chennai,237,5,0,94,119
2023-11-19,P024,Body Wash,Personal Care,S05,Chennai,236,10,1,107,143
2023-11-20,P024,Body Wash,Personal Care,S05,Chennai,295,5,0,52,55
2023-11-21,P024,Body Wash,Personal Care,S05,Chennai,247,20,1,135,152
2023-11-22,P024,Body Wash,Personal Care,S05,Chennai,287,8,0,218,63
2023-11-23,P024,Body Wash,Personal Care,S05,Chennai,247,0,0,138,80
2023-11-24,P024,Body Wash,Personal Care,S05,Chennai,311,0,0,70,68
2023-11-25,P024,Body Wash,Personal Care,S05,Chennai,228,5,0,136,87
2023-11-26,P024,Body Wash,Personal Care,S05,Chennai,235,5,0,62,74
2023-11-27,P024,Body Wash,Personal Care,S05,Chennai,273,5,0,140,57
2023-11-28,P024,Body Wash,Personal Care,S05,Chennai,217,5,0,75,65
2023-11-29,P024,Body Wash,Personal Care,S05,Chennai,245,8,0,102,79
2023-11-30,P024,Body Wash,Personal Care,S05,Chennai,292,0,0,41,61
2023-12-01,P024,Body Wash,Personal Care,S05,Chennai,309,0,0,142,47
2023-12-02,P024,Body Wash,Personal Care,S05,Chennai,260,0,0,77,65
2023-12-03,P024,Body Wash,Personal Care,S05,Chennai,270,0,0,106,93
2023-12-04,P024,Body Wash,Personal Care,S05,Chennai,283,5,0,63,43
2023-12-05,P024,Body Wash,Personal Care,S05,Chennai,223,0,0,112,87
2023-12-06,P024,Body Wash,Personal Care,S05,Chennai,255,5,0,30,82
2023-12-07,P024,Body Wash,Personal Care,S05,Chennai,240,0,0,95,89
2023-12-08,P024,Body Wash,Personal Care,S05,Chennai,263,5,0,146,57
2023-12-09,P024,Body Wash,Personal Care,S05,Chennai,265,0,0,64,82
2023-12-10,P024,Body Wash,Personal Care,S05,Chennai,263,8,0,139,98
2023-12-11,P024,Body Wash,Personal Care,S05,Chennai,337,0,0,85,54
2023-12-12,P024,Body Wash,Personal Care,S05,Chennai,251,5,0,98,77
2023-12-13,P024,Body Wash,Personal Care,S05,Chennai,247,20,1,111,157
2023-12-14,P024,Body Wash,Personal Care,S05,Chennai,254,5,0,41,70
2023-12-15,P024,Body Wash,Personal Care,S05,Chennai,266,5,0,93,68
2023-12-16,P024,Body Wash,Personal Care,S05,Chennai,302,5,0,118,88
2023-12-17,P024,Body Wash,Personal Care,S05,Chennai,280,5,0,23,95
2023-12-18,P024,Body Wash,Personal Care,S05,Chennai,304,0,0,88,59
2023-12-19,P024,Body Wash,Personal Care,S05,Chennai,261,10,1,90,107
2023-12-20,P024,Body Wash,Personal Care,S05,Chennai,294,0,0,28,62
2023-12-21,P024,Body Wash,Personal Care,S05,Chennai,272,5,0,137,72
2023-12-22,P024,Body Wash,Personal Care,S05,Chennai,254,10,1,107,120
2023-12-23,P024,Body Wash,Personal Care,S05,Chennai,263,8,0,138,108
2023-12-24,P024,Body Wash,Personal Care,S05,Chennai,259,15,1,114,182
2023-12-25,P024,Body Wash,Personal Care,S05,Chennai,248,8,0,50,64
2023-12-26,P024,Body Wash,Personal Care,S05,Chennai,319,0,0,99,52
2023-12-27,P024,Body Wash,Personal Care,S05,Chennai,312,0,0,37,62
2023-12-28,P024,Body Wash,Personal Care,S05,Chennai,302,8,0,106,82
2023-12-29,P024,Body Wash,Personal Care,S05,Chennai,269,0,0,55,51
2023-12-30,P024,Body Wash,Personal Care,S05,Chennai,276,5,0,104,94
2023-12-31,P024,Body Wash,Personal Care,S05,Chennai,264,0,0,24,80
2024-01-01,P024,Body Wash,Personal Care,S05,Chennai,206,0,0,129,46
2024-01-02,P024,Body Wash,Personal Care,S05,Chennai,240,0,0,76,53
2024-01-03,P024,Body Wash,Personal Care,S05,Chennai,249,0,0,20,56
2024-01-04,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,133,56
2024-01-05,P024,Body Wash,Personal Care,S05,Chennai,257,0,0,87,46
2024-01-06,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,39,48
2024-01-07,P024,Body Wash,Personal Care,S05,Chennai,286,0,0,95,63
2024-01-08,P024,Body Wash,Personal Care,S05,Chennai,259,5,0,142,52
2024-01-09,P024,Body Wash,Personal Care,S05,Chennai,244,5,0,84,58
2024-01-10,P024,Body Wash,Personal Care,S05,Chennai,304,0,0,23,61
2024-01-11,P024,Body Wash,Personal Care,S05,Chennai,265,0,0,129,44
2024-01-12,P024,Body Wash,Personal Care,S05,Chennai,288,5,0,83,46
2024-01-13,P024,Body Wash,Personal Care,S05,Chennai,250,5,0,21,62
2024-01-14,P024,Body Wash,Personal Care,S05,Chennai,253,5,0,143,41
2024-01-15,P024,Body Wash,Personal Care,S05,Chennai,307,0,0,200,43
2024-01-16,P024,Body Wash,Personal Care,S05,Chennai,270,5,0,147,53
2024-01-17,P024,Body Wash,Personal Care,S05,Chennai,258,5,0,97,50
2024-01-18,P024,Body Wash,Personal Care,S05,Chennai,297,5,0,65,32
2024-01-19,P024,Body Wash,Personal Care,S05,Chennai,238,0,0,94,52
2024-01-20,P024,Body Wash,Personal Care,S05,Chennai,253,8,0,55,39
2024-01-21,P024,Body Wash,Personal Care,S05,Chennai,265,5,0,135,64
2024-01-22,P024,Body Wash,Personal Care,S05,Chennai,300,0,0,245,30
2024-01-23,P024,Body Wash,Personal Care,S05,Chennai,242,15,1,147,98
2024-01-24,P024,Body Wash,Personal Care,S05,Chennai,310,5,0,117,30
2024-01-25,P024,Body Wash,Personal Care,S05,Chennai,264,5,0,70,47
2024-01-26,P024,Body Wash,Personal Care,S05,Chennai,283,0,0,30,40
2024-01-27,P024,Body Wash,Personal Care,S05,Chennai,243,10,1,95,115
2024-01-28,P024,Body Wash,Personal Care,S05,Chennai,266,5,0,57,38
2024-01-29,P024,Body Wash,Personal Care,S05,Chennai,265,5,0,22,35
2024-01-30,P024,Body Wash,Personal Care,S05,Chennai,225,15,1,100,101
2024-01-31,P024,Body Wash,Personal Care,S05,Chennai,275,5,0,60,40
2024-02-01,P024,Body Wash,Personal Care,S05,Chennai,299,8,0,24,36
2024-02-02,P024,Body Wash,Personal Care,S05,Chennai,266,5,0,147,53
2024-02-03,P024,Body Wash,Personal Care,S05,Chennai,259,5,0,82,65
2024-02-04,P024,Body Wash,Personal Care,S05,Chennai,217,15,1,118,128
2024-02-05,P024,Body Wash,Personal Care,S05,Chennai,321,0,0,86,32
2024-02-06,P024,Body Wash,Personal Care,S05,Chennai,275,5,0,37,49
2024-02-07,P024,Body Wash,Personal Care,S05,Chennai,259,0,0,90,37
2024-02-08,P024,Body Wash,Personal Care,S05,Chennai,214,0,0,46,44
2024-02-09,P024,Body Wash,Personal Care,S05,Chennai,293,0,0,89,46
2024-02-10,P024,Body Wash,Personal Care,S05,Chennai,212,20,1,136,93
2024-02-11,P024,Body Wash,Personal Care,S05,Chennai,244,0,0,85,51
2024-02-12,P024,Body Wash,Personal Care,S05,Chennai,275,0,0,38,47
2024-02-13,P024,Body Wash,Personal Care,S05,Chennai,255,0,0,121,41
2024-02-14,P024,Body Wash,Personal Care,S05,Chennai,290,0,0,81,40
2024-02-15,P024,Body Wash,Personal Care,S05,Chennai,251,0,0,166,38
2024-02-16,P024,Body Wash,Personal Care,S05,Chennai,311,5,0,127,39
2024-02-17,P024,Body Wash,Personal Care,S05,Chennai,301,8,0,74,53
2024-02-18,P024,Body Wash,Personal Care,S05,Chennai,270,5,0,134,67
2024-02-19,P024,Body Wash,Personal Care,S05,Chennai,252,8,0,95,39
2024-02-20,P024,Body Wash,Personal Care,S05,Chennai,259,0,0,47,48
2024-02-21,P024,Body Wash,Personal Care,S05,Chennai,318,0,0,101,31
2024-02-22,P024,Body Wash,Personal Care,S05,Chennai,238,8,0,150,78
2024-02-23,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,116,34
2024-02-24,P024,Body Wash,Personal Care,S05,Chennai,243,5,0,39,77
2024-02-25,P024,Body Wash,Personal Care,S05,Chennai,235,15,1,118,127
2024-02-26,P024,Body Wash,Personal Care,S05,Chennai,281,0,0,77,41
2024-02-27,P024,Body Wash,Personal Care,S05,Chennai,302,0,0,41,36
2024-02-28,P024,Body Wash,Personal Care,S05,Chennai,289,0,0,94,54
2024-02-29,P024,Body Wash,Personal Care,S05,Chennai,254,0,0,54,40
2024-03-01,P024,Body Wash,Personal Care,S05,Chennai,261,5,0,124,44
2024-03-02,P024,Body Wash,Personal Care,S05,Chennai,263,5,0,66,58
2024-03-03,P024,Body Wash,Personal Care,S05,Chennai,275,5,0,152,62
2024-03-04,P024,Body Wash,Personal Care,S05,Chennai,288,5,0,98,54
2024-03-05,P024,Body Wash,Personal Care,S05,Chennai,238,0,0,33,65
2024-03-06,P024,Body Wash,Personal Care,S05,Chennai,234,5,0,99,67
2024-03-07,P024,Body Wash,Personal Care,S05,Chennai,248,0,0,39,60
2024-03-08,P024,Body Wash,Personal Care,S05,Chennai,258,0,0,147,51
2024-03-09,P024,Body Wash,Personal Care,S05,Chennai,312,0,0,97,50
2024-03-10,P024,Body Wash,Personal Care,S05,Chennai,264,0,0,40,57
2024-03-11,P024,Body Wash,Personal Care,S05,Chennai,275,5,0,105,42
2024-03-12,P024,Body Wash,Personal Care,S05,Chennai,237,8,0,49,56
2024-03-13,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,133,52
2024-03-14,P024,Body Wash,Personal Care,S05,Chennai,261,5,0,80,53
2024-03-15,P024,Body Wash,Personal Care,S05,Chennai,281,0,0,152,45
2024-03-16,P024,Body Wash,Personal Care,S05,Chennai,271,0,0,94,58
2024-03-17,P024,Body Wash,Personal Care,S05,Chennai,278,0,0,33,61
2024-03-18,P024,Body Wash,Personal Care,S05,Chennai,308,0,0,126,58
2024-03-19,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,83,43
2024-03-20,P024,Body Wash,Personal Care,S05,Chennai,215,20,1,100,86
2024-03-21,P024,Body Wash,Personal Care,S05,Chennai,236,8,0,53,47
2024-03-22,P024,Body Wash,Personal Care,S05,Chennai,302,0,0,131,43
2024-03-23,P024,Body Wash,Personal Care,S05,Chennai,272,10,1,100,118
2024-03-24,P024,Body Wash,Personal Care,S05,Chennai,297,5,0,33,67
2024-03-25,P024,Body Wash,Personal Care,S05,Chennai,324,0,0,81,42
2024-03-26,P024,Body Wash,Personal Care,S05,Chennai,261,5,0,27,54
2024-03-27,P024,Body Wash,Personal Care,S05,Chennai,305,8,0,125,48
2024-03-28,P024,Body Wash,Personal Care,S05,Chennai,248,0,0,79,46
2024-03-29,P024,Body Wash,Personal Care,S05,Chennai,263,0,0,37,42
2024-03-30,P024,Body Wash,Personal Care,S05,Chennai,280,0,0,134,73
2024-03-31,P024,Body Wash,Personal Care,S05,Chennai,318,0,0,79,55
2024-04-01,P024,Body Wash,Personal Care,S05,Chennai,227,10,1,135,75
2024-04-02,P024,Body Wash,Personal Care,S05,Chennai,252,0,0,69,66
2024-04-03,P024,Body Wash,Personal Care,S05,Chennai,231,15,1,141,97
2024-04-04,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,81,60
2024-04-05,P024,Body Wash,Personal Care,S05,Chennai,296,5,0,46,35
2024-04-06,P024,Body Wash,Personal Care,S05,Chennai,283,0,0,115,53
2024-04-07,P024,Body Wash,Personal Care,S05,Chennai,255,0,0,37,78
2024-04-08,P024,Body Wash,Personal Care,S05,Chennai,292,0,0,98,53
2024-04-09,P024,Body Wash,Personal Care,S05,Chennai,272,8,0,45,53
2024-04-10,P024,Body Wash,Personal Care,S05,Chennai,196,25,1,146,98
2024-04-11,P024,Body Wash,Personal Care,S05,Chennai,301,0,0,96,50
2024-04-12,P024,Body Wash,Personal Care,S05,Chennai,216,25,1,83,152
2024-04-13,P024,Body Wash,Personal Care,S05,Chennai,285,0,0,111,70
2024-04-14,P024,Body Wash,Personal Care,S05,Chennai,280,5,0,58,53
2024-04-15,P024,Body Wash,Personal Care,S05,Chennai,218,25,1,80,78
2024-04-16,P024,Body Wash,Personal Care,S05,Chennai,284,0,0,44,36
2024-04-17,P024,Body Wash,Personal Care,S05,Chennai,287,5,0,140,42
2024-04-18,P024,Body Wash,Personal Care,S05,Chennai,304,0,0,99,41
2024-04-19,P024,Body Wash,Personal Care,S05,Chennai,265,5,0,43,56
2024-04-20,P024,Body Wash,Personal Care,S05,Chennai,258,0,0,86,67
2024-04-21,P024,Body Wash,Personal Care,S05,Chennai,263,5,0,34,52
2024-04-22,P024,Body Wash,Personal Care,S05,Chennai,221,5,0,134,77
2024-04-23,P024,Body Wash,Personal Care,S05,Chennai,264,5,0,87,47
2024-04-24,P024,Body Wash,Personal Care,S05,Chennai,328,0,0,46,41
2024-04-25,P024,Body Wash,Personal Care,S05,Chennai,252,0,0,90,52
2024-04-26,P024,Body Wash,Personal Care,S05,Chennai,323,0,0,49,41
2024-04-27,P024,Body Wash,Personal Care,S05,Chennai,294,0,0,148,66
2024-04-28,P024,Body Wash,Personal Care,S05,Chennai,281,0,0,96,52
2024-04-29,P024,Body Wash,Personal Care,S05,Chennai,297,0,0,59,37
2024-04-30,P024,Body Wash,Personal Care,S05,Chennai,243,5,0,120,59
2024-05-01,P024,Body Wash,Personal Care,S05,Chennai,244,8,0,76,44
2024-05-02,P024,Body Wash,Personal Care,S05,Chennai,232,8,0,22,54
2024-05-03,P024,Body Wash,Personal Care,S05,Chennai,314,0,0,113,42
2024-05-04,P024,Body Wash,Personal Care,S05,Chennai,245,5,0,47,66
2024-05-05,P024,Body Wash,Personal Care,S05,Chennai,314,0,0,144,62
2024-05-06,P024,Body Wash,Personal Care,S05,Chennai,235,20,1,45,99
2024-05-07,P024,Body Wash,Personal Care,S05,Chennai,297,5,0,137,51
2024-05-08,P024,Body Wash,Personal Care,S05,Chennai,247,8,0,94,43
2024-05-09,P024,Body Wash,Personal Care,S05,Chennai,270,0,0,46,48
2024-05-10,P024,Body Wash,Personal Care,S05,Chennai,202,25,1,145,119
2024-05-11,P024,Body Wash,Personal Care,S05,Chennai,273,5,0,94,51
2024-05-12,P024,Body Wash,Personal Care,S05,Chennai,295,0,0,33,61
2024-05-13,P024,Body Wash,Personal Care,S05,Chennai,278,5,0,85,47
2024-05-14,P024,Body Wash,Personal Care,S05,Chennai,262,0,0,34,51
2024-05-15,P024,Body Wash,Personal Care,S05,Chennai,298,0,0,131,41
2024-05-16,P024,Body Wash,Personal Care,S05,Chennai,253,5,0,89,42
2024-05-17,P024,Body Wash,Personal Care,S05,Chennai,304,0,0,68,21
2024-05-18,P024,Body Wash,Personal Care,S05,Chennai,236,8,0,113,82
2024-05-19,P024,Body Wash,Personal Care,S05,Chennai,293,5,0,52,61
2024-05-20,P024,Body Wash,Personal Care,S05,Chennai,292,5,0,144,42
2024-05-21,P024,Body Wash,Personal Care,S05,Chennai,294,5,0,93,51
2024-05-22,P024,Body Wash,Personal Care,S05,Chennai,227,5,0,32,61
2024-05-23,P024,Body Wash,Personal Care,S05,Chennai,254,5,0,141,37
2024-05-24,P024,Body Wash,Personal Care,S05,Chennai,250,0,0,94,47
2024-05-25,P024,Body Wash,Personal Care,S05,Chennai,271,5,0,26,68
2024-05-26,P024,Body Wash,Personal Care,S05,Chennai,307,0,0,83,66
2024-05-27,P024,Body Wash,Personal Care,S05,Chennai,327,0,0,49,34
2024-05-28,P024,Body Wash,Personal Care,S05,Chennai,284,0,0,114,48
2024-05-29,P024,Body Wash,Personal Care,S05,Chennai,295,0,0,74,40
2024-05-30,P024,Body Wash,Personal Care,S05,Chennai,269,0,0,33,41
2024-05-31,P024,Body Wash,Personal Care,S05,Chennai,327,0,0,96,40
2024-06-01,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,150,45
2024-06-02,P024,Body Wash,Personal Care,S05,Chennai,291,5,0,102,48
2024-06-03,P024,Body Wash,Personal Care,S05,Chennai,267,15,1,53,49
2024-06-04,P024,Body Wash,Personal Care,S05,Chennai,272,0,0,102,43
2024-06-05,P024,Body Wash,Personal Care,S05,Chennai,299,0,0,65,37
2024-06-06,P024,Body Wash,Personal Care,S05,Chennai,267,0,0,39,26
2024-06-07,P024,Body Wash,Personal Care,S05,Chennai,241,8,0,80,40
2024-06-08,P024,Body Wash,Personal Care,S05,Chennai,262,0,0,169,53
2024-06-09,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,122,47
2024-06-10,P024,Body Wash,Personal Care,S05,Chennai,306,5,0,83,39
2024-06-11,P024,Body Wash,Personal Care,S05,Chennai,246,5,0,44,39
2024-06-12,P024,Body Wash,Personal Care,S05,Chennai,259,8,0,104,35
2024-06-13,P024,Body Wash,Personal Care,S05,Chennai,279,5,0,70,34
2024-06-14,P024,Body Wash,Personal Care,S05,Chennai,225,5,0,33,37
2024-06-15,P024,Body Wash,Personal Care,S05,Chennai,245,5,0,129,66
2024-06-16,P024,Body Wash,Personal Care,S05,Chennai,263,0,0,89,40
2024-06-17,P024,Body Wash,Personal Care,S05,Chennai,287,5,0,58,31
2024-06-18,P024,Body Wash,Personal Care,S05,Chennai,296,0,0,31,27
2024-06-19,P024,Body Wash,Personal Care,S05,Chennai,246,25,1,88,78
2024-06-20,P024,Body Wash,Personal Care,S05,Chennai,260,5,0,68,20
2024-06-21,P024,Body Wash,Personal Care,S05,Chennai,281,0,0,31,37
2024-06-22,P024,Body Wash,Personal Care,S05,Chennai,263,0,0,141,52
2024-06-23,P024,Body Wash,Personal Care,S05,Chennai,271,0,0,94,47
2024-06-24,P024,Body Wash,Personal Care,S05,Chennai,260,0,0,60,34
2024-06-25,P024,Body Wash,Personal Care,S05,Chennai,242,5,0,109,43
2024-06-26,P024,Body Wash,Personal Care,S05,Chennai,274,0,0,76,33
2024-06-27,P024,Body Wash,Personal Care,S05,Chennai,251,5,0,22,54
2024-06-28,P024,Body Wash,Personal Care,S05,Chennai,230,20,1,145,80
2024-06-29,P024,Body Wash,Personal Care,S05,Chennai,275,0,0,95,50
2024-06-30,P024,Body Wash,Personal Care,S05,Chennai,269,5,0,48,47
2024-07-01,P024,Body Wash,Personal Care,S05,Chennai,276,5,0,122,33
2024-07-02,P024,Body Wash,Personal Care,S05,Chennai,254,0,0,88,34
2024-07-03,P024,Body Wash,Personal Care,S05,Chennai,200,5,0,57,31
2024-07-04,P024,Body Wash,Personal Care,S05,Chennai,259,0,0,21,36
2024-07-05,P024,Body Wash,Personal Care,S05,Chennai,262,0,0,99,28
2024-07-06,P024,Body Wash,Personal Care,S05,Chennai,257,8,0,53,46
2024-07-07,P024,Body Wash,Personal Care,S05,Chennai,247,5,0,90,45
2024-07-08,P024,Body Wash,Personal Care,S05,Chennai,247,5,0,151,36
2024-07-09,P024,Body Wash,Personal Care,S05,Chennai,266,5,0,114,37
2024-07-10,P024,Body Wash,Personal Care,S05,Chennai,286,0,0,74,40
2024-07-11,P024,Body Wash,Personal Care,S05,Chennai,224,25,1,99,92
2024-07-12,P024,Body Wash,Personal Care,S05,Chennai,233,5,0,58,41
2024-07-13,P024,Body Wash,Personal Care,S05,Chennai,263,0,0,112,40
2024-07-14,P024,Body Wash,Personal Care,S05,Chennai,292,0,0,66,46
2024-07-15,P024,Body Wash,Personal Care,S05,Chennai,291,5,0,105,45
2024-07-16,P024,Body Wash,Personal Care,S05,Chennai,249,0,0,67,38
2024-07-17,P024,Body Wash,Personal Care,S05,Chennai,319,0,0,38,29
2024-07-18,P024,Body Wash,Personal Care,S05,Chennai,247,5,0,119,41
2024-07-19,P024,Body Wash,Personal Care,S05,Chennai,245,0,0,80,39
2024-07-20,P024,Body Wash,Personal Care,S05,Chennai,203,20,1,141,95
2024-07-21,P024,Body Wash,Personal Care,S05,Chennai,255,0,0,100,41
2024-07-22,P024,Body Wash,Personal Care,S05,Chennai,267,5,0,65,35
2024-07-23,P024,Body Wash,Personal Care,S05,Chennai,315,5,0,29,36
2024-07-24,P024,Body Wash,Personal Care,S05,Chennai,263,0,0,95,30
2024-07-25,P024,Body Wash,Personal Care,S05,Chennai,275,0,0,66,29
2024-07-26,P024,Body Wash,Personal Care,S05,Chennai,280,0,0,30,36
2024-07-27,P024,Body Wash,Personal Care,S05,Chennai,285,0,0,107,42
2024-07-28,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,49,58
2024-07-29,P024,Body Wash,Personal Care,S05,Chennai,273,5,0,97,42
2024-07-30,P024,Body Wash,Personal Care,S05,Chennai,286,0,0,65,32
2024-07-31,P024,Body Wash,Personal Care,S05,Chennai,233,5,0,32,33
2024-08-01,P024,Body Wash,Personal Care,S05,Chennai,282,0,0,129,30
2024-08-02,P024,Body Wash,Personal Care,S05,Chennai,261,15,1,64,65
2024-08-03,P024,Body Wash,Personal Care,S05,Chennai,240,5,0,113,60
2024-08-04,P024,Body Wash,Personal Care,S05,Chennai,221,5,0,63,50
2024-08-05,P024,Body Wash,Personal Care,S05,Chennai,247,5,0,97,47
2024-08-06,P024,Body Wash,Personal Care,S05,Chennai,227,8,0,48,49
2024-08-07,P024,Body Wash,Personal Care,S05,Chennai,264,5,0,109,30
2024-08-08,P024,Body Wash,Personal Care,S05,Chennai,250,5,0,66,43
2024-08-09,P024,Body Wash,Personal Care,S05,Chennai,276,5,0,36,30
2024-08-10,P024,Body Wash,Personal Care,S05,Chennai,264,8,0,109,52
2024-08-11,P024,Body Wash,Personal Care,S05,Chennai,236,0,0,63,46
2024-08-12,P024,Body Wash,Personal Care,S05,Chennai,298,0,0,29,34
2024-08-13,P024,Body Wash,Personal Care,S05,Chennai,341,0,0,86,25
2024-08-14,P024,Body Wash,Personal Care,S05,Chennai,267,0,0,43,43
2024-08-15,P024,Body Wash,Personal Care,S05,Chennai,273,0,0,153,32
2024-08-16,P024,Body Wash,Personal Care,S05,Chennai,312,0,0,125,28
2024-08-17,P024,Body Wash,Personal Care,S05,Chennai,274,5,0,82,43
2024-08-18,P024,Body Wash,Personal Care,S05,Chennai,313,0,0,43,39
2024-08-19,P024,Body Wash,Personal Care,S05,Chennai,300,5,0,133,33
2024-08-20,P024,Body Wash,Personal Care,S05,Chennai,315,5,0,103,30
2024-08-21,P024,Body Wash,Personal Care,S05,Chennai,270,0,0,76,27
2024-08-22,P024,Body Wash,Personal Care,S05,Chennai,262,5,0,151,42
2024-08-23,P024,Body Wash,Personal Care,S05,Chennai,281,0,0,120,31
2024-08-24,P024,Body Wash,Personal Care,S05,Chennai,218,0,0,68,52
2024-08-25,P024,Body Wash,Personal Care,S05,Chennai,268,5,0,24,44
2024-08-26,P024,Body Wash,Personal Care,S05,Chennai,240,10,1,141,89
2024-08-27,P024,Body Wash,Personal Care,S05,Chennai,288,0,0,107,34
2024-08-28,P024,Body Wash,Personal Care,S05,Chennai,217,8,0,58,49
2024-08-29,P024,Body Wash,Personal Care,S05,Chennai,269,0,0,21,37
2024-08-30,P024,Body Wash,Personal Care,S05,Chennai,326,0,0,142,21
2024-08-31,P024,Body Wash,Personal Care,S05,Chennai,252,0,0,99,43
2024-09-01,P024,Body Wash,Personal Care,S05,Chennai,251,8,0,169,70
2024-09-02,P024,Body Wash,Personal Care,S05,Chennai,262,5,0,125,44
2024-09-03,P024,Body Wash,Personal Care,S05,Chennai,223,8,0,68,57
2024-09-04,P024,Body Wash,Personal Care,S05,Chennai,283,5,0,34,34
2024-09-05,P024,Body Wash,Personal Care,S05,Chennai,285,0,0,96,52
2024-09-06,P024,Body Wash,Personal Care,S05,Chennai,241,0,0,45,51
2024-09-07,P024,Body Wash,Personal Care,S05,Chennai,305,0,0,110,56
2024-09-08,P024,Body Wash,Personal Care,S05,Chennai,271,5,0,167,50
2024-09-09,P024,Body Wash,Personal Care,S05,Chennai,293,8,0,129,38
2024-09-10,P024,Body Wash,Personal Care,S05,Chennai,314,5,0,88,41
2024-09-11,P024,Body Wash,Personal Care,S05,Chennai,299,0,0,46,42
2024-09-12,P024,Body Wash,Personal Care,S05,Chennai,264,8,0,116,44
2024-09-13,P024,Body Wash,Personal Care,S05,Chennai,235,0,0,67,49
2024-09-14,P024,Body Wash,Personal Care,S05,Chennai,284,8,0,140,72
2024-09-15,P024,Body Wash,Personal Care,S05,Chennai,298,0,0,87,53
2024-09-16,P024,Body Wash,Personal Care,S05,Chennai,258,5,0,39,48
2024-09-17,P024,Body Wash,Personal Care,S05,Chennai,303,0,0,97,36
2024-09-18,P024,Body Wash,Personal Care,S05,Chennai,297,5,0,54,43
2024-09-19,P024,Body Wash,Personal Care,S05,Chennai,260,5,0,154,35
2024-09-20,P024,Body Wash,Personal Care,S05,Chennai,272,0,0,120,34
2024-09-21,P024,Body Wash,Personal Care,S05,Chennai,285,5,0,58,62
